Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI
A9005,Female,Liver,10yrs,296909,152,5.113,4.857,5.369,21648,,,,,243844,179,7.336,6.969,7.703
A9006,Female,Liver,10yrs,286231,78,2.729,2.593,2.866,173029,115,6.632,6.3,6.963,98275,72,7.339,6.972,7.706
A9007,Female,Liver,10yrs,296950,216,7.269,6.906,7.633,161052,70,4.349,4.132,4.567,112867,29,2.552,2.425,2.68
A9008,Female,Liver,10yrs,338454,214,6.337,6.02,6.654,267683,173,6.47,6.147,6.794,54364,28,5.194,4.934,5.454
A9009,Female,Liver,10yrs,315360,158,4.997,4.747,5.247,200279,138,6.87,6.527,7.214,102254,33,3.264,3.101,3.428
A9010,Female,Liver,10yrs,331586,94,2.831,2.689,2.972,219491,65,2.944,2.797,3.091,92529,45,4.899,4.654,5.144
A9011,Female,Liver,10yrs,305304,227,7.432,7.061,7.804,250437,188,7.518,7.142,7.894,34618,,,,
A9013,Female,Liver,10yrs,290418,99,3.396,3.226,3.566,205185,75,3.678,3.494,3.862,58462,31,5.375,5.106,5.643
A9014,Female,Liver,10yrs,274589,167,6.095,5.79,6.4,222304,80,3.589,3.409,3.768,33930,,,,
A9015,Female,Liver,10yrs,294701,180,6.112,5.806,6.417,96742,40,4.128,3.922,4.334,178771,46,2.572,2.444,2.701
A9016,Female,Liver,10yrs,409603,139,3.398,3.228,3.568,317038,165,5.212,4.951,5.472,79246,54,6.856,6.513,7.199
A9017,Female,Liver,10yrs,324159,188,5.787,5.498,6.077,137444,44,3.176,3.017,3.335,178143,102,5.753,5.465,6.041
A9018,Female,Liver,10yrs,293789,147,5.007,4.756,5.257,250686,58,2.319,2.203,2.435,23692,,,,
A9019,Female,Liver,10yrs,334005,113,3.389,3.22,3.559,140703,70,4.971,4.722,5.219,132910,58,4.368,4.149,4.586
A9020,Female,Liver,10yrs,357225,241,6.757,6.419,7.095,85151,35,4.054,3.851,4.256,261232,72,2.775,2.636,2.914
A9021,Female,Liver,10yrs,309306,190,6.141,5.834,6.448,221749,92,4.141,3.934,4.348,34248,,,,
A9022,Female,Liver,10yrs,325822,159,4.88,4.636,5.124,128032,20,1.523,1.447,1.599,190927,107,5.625,5.344,5.907
A9023,Female,Liver,10yrs,288342,131,4.551,4.324,4.779,80323,30,3.791,3.602,3.981,188030,113,5.985,5.686,6.285
A9024,Female,Liver,10yrs,263935,157,5.933,5.636,6.229,90663,38,4.185,3.976,4.394,152299,43,2.843,2.701,2.985
A9025,Female,Liver,10yrs,291396,151,5.194,4.935,5.454,184762,58,3.132,2.975,3.289,89361,37,4.162,3.954,4.37
A9026,Female,Liver,10yrs,328919,237,7.213,6.852,7.573,180116,117,6.519,6.193,6.845,130801,74,5.649,5.366,5.931
A9027,Female,Liver,10yrs,274340,99,3.601,3.421,3.781,197350,131,6.646,6.314,6.978,47064,,,,
A9028,Female,Liver,10yrs,313934,183,5.824,5.533,6.115,238801,83,3.481,3.307,3.655,29997,21,6.958,6.61,7.306
A9029,Female,Liver,10yrs,307774,168,5.443,5.171,5.715,278620,109,3.923,3.727,4.119,16643,,,,
A9030,Female,Liver,10yrs,328529,89,2.711,2.576,2.847,176510,83,4.725,4.489,4.962,123188,44,3.609,3.429,3.79
A9031,Female,Liver,10yrs,264160,69,2.599,2.469,2.729,216924,151,6.961,6.613,7.31,31069,,,,
A9033,Female,Liver,10yrs,341447,242,7.079,6.725,7.433,308334,167,5.413,5.142,5.684,20851,,,,
A9034,Female,Liver,10yrs,321590,159,4.951,4.703,5.198,187481,74,3.937,3.74,4.133,121828,20,1.668,1.584,1.751
A9035,Female,Liver,10yrs,318851,148,4.655,4.423,4.888,158685,78,4.929,4.683,5.176,149775,99,6.61,6.279,6.94
A9036,Female,Liver,10yrs,334152,126,3.76,3.572,3.948,239239,75,3.127,2.971,3.284,75506,49,6.482,6.158,6.806
A9037,Female,Liver,10yrs,312517,50,1.584,1.505,1.663,234525,45,1.929,1.833,2.026,48781,,,,
A9038,Female,Liver,10yrs,311939,125,4.012,3.811,4.212,212625,51,2.401,2.281,2.521,78027,29,3.753,3.565,3.941
A9039,Female,Liver,10yrs,325378,237,7.288,6.924,7.652,239581,155,6.45,6.127,6.772,61138,18,2.913,2.768,3.059
A9040,Female,Liver,10yrs,290894,172,5.927,5.631,6.224,197531,66,3.349,3.181,3.516,65287,21,3.276,3.113,3.44
A9041,Female,Liver,10yrs,323679,90,2.79,2.65,2.929,205716,114,5.547,5.27,5.825,89358,64,7.215,6.855,7.576
A9042,Female,Liver,10yrs,322915,118,3.654,3.471,3.836,156260,78,5.001,4.751,5.251,120339,56,4.69,4.455,4.924
A9043,Female,Liver,10yrs,305115,221,7.235,6.874,7.597,139771,37,2.642,2.51,2.774,153447,106,6.885,6.54,7.229
A9044,Female,Liver,10yrs,394859,154,3.906,3.711,4.102,160960,58,3.63,3.448,3.811,223798,47,2.084,1.98,2.188
A9045,Female,Liver,10yrs,302035,202,6.679,6.345,7.013,69862,38,5.409,5.139,5.68,210790,33,1.557,1.479,1.635
A9046,Female,Liver,10yrs,335961,224,6.68,6.346,7.014,36797,27,7.327,6.96,7.693,288929,87,3.015,2.864,3.165
A9048,Female,Liver,10yrs,326716,97,2.974,2.825,3.123,133166,65,4.904,4.659,5.149,169768,84,4.944,4.697,5.192
A9049,Female,Liver,10yrs,323709,218,6.727,6.391,7.064,206419,112,5.411,5.14,5.681,92063,,,,
B0002,Female,Liver,10yrs,241270,85,3.539,3.362,3.716,196495,120,6.117,5.811,6.422,38483,19,4.853,4.61,5.096
B0004,Female,Liver,10yrs,352263,209,5.934,5.637,6.231,208680,96,4.623,4.391,4.854,133889,90,6.736,6.4,7.073
B0010,Female,Liver,10yrs,326702,70,2.149,2.041,2.256,176808,76,4.305,4.089,4.52,140410,63,4.462,4.239,4.685
B0011,Female,Liver,10yrs,368795,240,6.511,6.185,6.837,325988,72,2.208,2.098,2.318,29976,17,5.812,5.521,6.103
B0013,Female,Liver,10yrs,291822,196,6.719,6.383,7.055,198530,81,4.061,3.858,4.264,60426,,,,
B0016,Female,Liver,10yrs,263937,58,2.212,2.101,2.323,154673,85,5.511,5.235,5.786,103515,32,3.049,2.896,3.201
B0019,Female,Liver,10yrs,285000,166,5.836,5.544,6.128,169595,48,2.805,2.665,2.945,108994,76,6.975,6.626,7.324
B0024,Female,Liver,10yrs,391984,287,7.324,6.958,7.69,237612,88,3.712,3.526,3.897,130810,35,2.642,2.509,2.774
B0026,Female,Liver,10yrs,260138,181,6.976,6.627,7.325,163224,59,3.613,3.432,3.793,77606,40,5.118,4.862,5.374
B0030,Female,Liver,10yrs,345489,233,6.734,6.397,7.071,144594,52,3.601,3.421,3.781,185485,78,4.223,4.012,4.434
B0032,Female,Liver,10yrs,285508,173,6.042,5.74,6.344,150661,25,1.629,1.548,1.711,127917,97,7.606,7.226,7.986
B0034,Female,Liver,10yrs,484870,123,2.539,2.412,2.666,367192,72,1.951,1.853,2.048,107854,53,4.906,4.661,5.152
B0035,Female,Liver,10yrs,369155,192,5.19,4.931,5.45,231100,126,5.463,5.19,5.736,124679,40,3.201,3.041,3.361
B0038,Female,Liver,10yrs,299131,66,2.204,2.094,2.314,239856,150,6.234,5.922,6.546,44646,,,,
B0043,Female,Liver,10yrs,377118,199,5.264,5.001,5.527,228887,113,4.944,4.697,5.191,126335,24,1.911,1.815,2.006
B0044,Female,Liver,10yrs,358671,238,6.635,6.303,6.967,234203,56,2.391,2.271,2.51,115451,75,6.508,6.183,6.834
B0047,Female,Liver,10yrs,350511,173,4.934,4.687,5.18,208740,100,4.767,4.529,5.005,134565,32,2.394,2.274,2.514
B0049,Female,Liver,10yrs,317982,228,7.159,6.801,7.517,180670,129,7.134,6.778,7.491,126709,48,3.799,3.609,3.989
B0051,Female,Liver,10yrs,447961,78,1.736,1.649,1.822,356547,181,5.068,4.814,5.321,72529,,,,
B0058,Female,Liver,10yrs,490887,295,6.016,5.715,6.317,387835,282,7.272,6.909,7.636,69893,42,6.006,5.705,6.306
B0059,Female,Liver,10yrs,265987,203,7.621,7.24,8.002,171994,99,5.768,5.48,6.057,85255,54,6.325,6.008,6.641
B0066,Female,Liver,10yrs,437356,158,3.603,3.423,3.784,241067,138,5.72,5.434,6.006,186232,38,2.018,1.917,2.118
B0067,Female,Liver,10yrs,521702,143,2.739,2.602,2.876,400420,266,6.641,6.309,6.973,100292,47,4.729,4.493,4.965
B0071,Female,Liver,10yrs,248076,60,2.405,2.285,2.525,181809,122,6.684,6.35,7.018,37088,,,,
B0072,Female,Liver,10yrs,267192,193,7.241,6.879,7.604,176932,128,7.215,6.854,7.576,73173,53,7.232,6.871,7.594
Statewide,Male,Liver,10yrs,22132383,27291,12.331,11.714,12.947,13591875,24533,18.05,17.148,18.953,6949759,16286,23.434,22.262,24.605
A9001,Male,Liver,10yrs,261196,253,9.7,9.215,10.185,217969,210,9.635,9.153,10.116,28600,44,15.439,14.667,16.211
A9002,Male,Liver,10yrs,296418,685,23.093,21.938,24.248,143140,167,11.638,11.056,12.22,65022,81,12.479,11.855,13.103
A9003,Male,Liver,10yrs,292569,658,22.502,21.377,23.627,117021,135,11.525,10.949,12.101,137992,243,17.614,16.733,18.494
A9004,Male,Liver,10yrs,305951,624,20.41,19.389,21.43,143409,250,17.424,16.553,18.295,148089,320,21.587,20.508,22.666
A9005,Male,Liver,10yrs,259406,472,18.204,17.294,19.114,19973,47,23.758,22.57,24.946,203227,285,14.037,13.335,14.739
A9006,Male,Liver,10yrs,274142,408,14.885,14.14,15.629,170056,130,7.649,7.267,8.032,86965,109,12.567,11.938,13.195
A9007,Male,Liver,10yrs,272479,604,22.153,21.045,23.261,154778,240,15.508,14.733,16.283,94093,138,14.65,13.918,15.383
A9008,Male,Liver,10yrs,327920,368,11.213,10.652,11.774,256595,381,14.864,14.121,15.607,53251,124,23.35,22.183,24.518
A9009,Male,Liver,10yrs,285688,256,8.962,8.513,9.41,183355,195,10.645,10.113,11.178,88067,87,9.871,9.378,10.365
A9010,Male,Liver,10yrs,298401,495,16.585,15.756,17.414,196992,300,15.209,14.448,15.969,80459,128,15.962,15.164,16.76
A9011,Male,Liver,10yrs,293301,284,9.692,9.208,10.177,238848,386,16.151,15.343,16.958,32458,76,23.446,22.274,24.618
A9013,Male,Liver,10yrs,288663,370,12.823,12.182,13.464,205005,422,20.576,19.547,21.605,54492,73,13.439,12.767,14.111
A9014,Male,Liver,10yrs,265000,290,10.96,10.412,11.508,212286,246,11.577,10.998,12.156,30589,59,19.162,18.204,20.12
A9015,Male,Liver,10yrs,256648,491,19.113,18.157,20.068,94590,202,21.338,20.271,22.405,142277,220,15.457,14.684,16.23
A9016,Male,Liver,10yrs,367371,861,23.442,22.27,24.614,290068,466,16.052,15.25,16.855,64521,49,7.543,7.166,7.92
A9017,Male,Liver,10yrs,305440,405,13.272,12.608,13.936,137628,255,18.496,17.571,19.421,159196,378,23.732,22.546,24.919
A9018,Male,Liver,10yrs,275885,212,7.676,7.292,8.059,235329,482,20.493,19.468,21.518,22577,36,16.08,15.276,16.884
A9019,Male,Liver,10yrs,320973,700,21.807,20.717,22.898,135414,311,22.992,21.842,24.141,119445,156,13.047,12.395,13.699
A9020,Male,Liver,10yrs,301581,578,19.174,18.215,20.132,78547,140,17.857,16.964,18.75,211739,190,8.967,8.519,9.416
A9021,Male,Liver,10yrs,293811,646,21.981,20.882,23.08,204925,302,14.74,14.003,15.476,31180,59,18.966,18.018,19.915
A9022,Male,Liver,10yrs,310381,339,10.931,10.385,11.478,126041,256,20.279,19.265,21.293,177746,395,22.238,21.126,23.349
A9023,Male,Liver,10yrs,281634,253,8.974,8.525,9.423,92087,119,12.942,12.295,13.589,165097,292,17.678,16.794,18.562
A9024,Male,Liver,10yrs,282156,246,8.72,8.284,9.156,105883,160,15.152,14.394,15.909,147452,231,15.656,14.873,16.438
A9025,Male,Liver,10yrs,271637,450,16.552,15.725,17.38,175908,338,19.186,18.227,20.146,77402,86,11.155,10.597,11.712
A9026,Male,Liver,10yrs,295328,564,19.099,18.144,20.054,167093,354,21.167,20.108,22.225,108206,244,22.544,21.417,23.671
A9027,Male,Liver,10yrs,274152,220,8.026,7.625,8.427,197990,421,21.245,20.183,22.307,44740,45,10.052,9.55,10.555
A9028,Male,Liver,10yrs,296689,571,19.257,18.294,20.22,220256,403,18.28,17.366,19.194,25928,59,22.668,21.534,23.801
A9029,Male,Liver,10yrs,294919,373,12.656,12.023,13.289,266705,264,9.894,9.4,10.389,14409,17,11.615,11.035,12.196
A9030,Male,Liver,10yrs,301121,376,12.478,11.854,13.102,165442,229,13.836,13.144,14.527,103463,106,10.244,9.731,10.756
A9031,Male,Liver,10yrs,261621,301,11.489,10.915,12.064,214575,442,20.59,19.561,21.62,28195,60,21.203,20.142,22.263
A9033,Male,Liver,10yrs,339754,300,8.835,8.393,9.277,305828,389,12.732,12.096,13.369,21112,32,15.039,14.287,15.79
A9034,Male,Liver,10yrs,299120,262,8.772,8.334,9.211,178944,412,23.006,21.856,24.157,107536,188,17.483,16.609,18.357
A9035,Male,Liver,10yrs,310335,725,23.365,22.196,24.533,156160,309,19.781,18.792,20.77,143072,343,23.978,22.779,25.177
A9036,Male,Liver,10yrs,309759,624,20.14,19.133,21.147,224707,180,8.014,7.613,8.414,65686,129,19.64,18.658,20.622
A9037,Male,Liver,10yrs,290205,685,23.595,22.415,24.775,217492,427,19.613,18.633,20.594,42949,97,22.697,21.562,23.832
A9038,Male,Liver,10yrs,295287,579,19.619,18.638,20.6,207017,227,10.962,10.414,11.51,66385,58,8.706,8.271,9.142
A9039,Male,Liver,10yrs,312306,272,8.721,8.285,9.157,231733,501,21.633,20.551,22.714,55243,76,13.826,13.135,14.517
A9040,Male,Liver,10yrs,279662,470,16.794,15.954,17.633,187039,273,14.58,13.851,15.309,59425,141,23.723,22.537,24.909
A9041,Male,Liver,10yrs,296355,386,13.02,12.369,13.671,193423,419,21.67,20.587,22.754,73199,129,17.691,16.807,18.576
A9042,Male,Liver,10yrs,308652,335,10.86,10.317,11.403,150923,335,22.223,21.112,23.334,106570,191,17.95,17.052,18.847
A9043,Male,Liver,10yrs,292477,272,9.292,8.827,9.757,138959,169,12.177,11.568,12.786,139125,166,11.909,11.314,12.505
A9044,Male,Liver,10yrs,368106,837,22.725,21.589,23.861,155458,243,15.641,14.859,16.423,200509,428,21.365,20.297,22.434
A9045,Male,Liver,10yrs,264960,358,13.526,12.849,14.202,65390,145,22.102,20.997,23.207,176143,309,17.554,16.676,18.432
A9046,Male,Liver,10yrs,288835,655,22.665,21.532,23.799,33477,44,13.231,12.57,13.893,242640,185,7.635,7.254,8.017
A9048,Male,Liver,10yrs,319364,370,11.586,11.006,12.165,140063,157,11.221,10.66,11.782,148701,221,14.857,14.114,15.6
A9049,Male,Liver,10yrs,297619,698,23.463,22.29,24.636,193194,358,18.529,17.602,19.455,76636,123,16.068,15.264,16.871
B0002,Male,Liver,10yrs,278464,339,12.191,11.582,12.801,201924,440,21.812,20.721,22.902,61513,75,12.178,11.569,12.787
B0004,Male,Liver,10yrs,344224,669,19.447,18.474,20.419,203696,486,23.842,22.65,25.034,129553,299,23.074,21.92,24.228
B0010,Male,Liver,10yrs,298931,714,23.873,22.68,25.067,169257,257,15.159,14.401,15.917,120580,286,23.715,22.53,24.901
B0011,Male,Liver,10yrs,353122,506,14.319,13.603,15.035,312276,458,14.677,13.943,15.411,27688,33,11.762,11.174,12.35
B0013,Male,Liver,10yrs,292775,620,21.19,20.131,22.25,200316,296,14.774,14.035,15.513,56277,103,18.33,17.413,19.246
B0016,Male,Liver,10yrs,319565,523,16.375,15.556,17.193,169727,144,8.463,8.04,8.886,143265,128,8.913,8.467,9.359
B0019,Male,Liver,10yrs,293259,439,14.962,14.214,15.71,171033,155,9.044,8.592,9.497,115440,116,10.019,9.518,10.52
B0024,Male,Liver,10yrs,379617,512,13.482,12.808,14.156,229932,488,21.226,20.165,22.288,118400,282,23.859,22.666,25.052
B0026,Male,Liver,10yrs,248800,233,9.381,8.912,9.85,160869,252,15.677,14.894,16.461,68596,62,8.973,8.524,9.421
B0030,Male,Liver,10yrs,327475,570,17.402,16.532,18.272,143646,161,11.239,10.677,11.801,167808,188,11.204,10.644,11.764
B0032,Male,Liver,10yrs,287949,601,20.856,19.814,21.899,150330,126,8.411,7.99,8.832,128172,303,23.644,22.461,24.826
B0034,Male,Liver,10yrs,472557,644,13.621,12.94,14.302,352791,555,15.721,14.935,16.507,104179,182,17.434,16.562,18.306
B0035,Male,Liver,10yrs,357919,609,17.023,16.171,17.874,228086,248,10.861,10.318,11.405,113407,193,17.012,16.162,17.863
B0038,Male,Liver,10yrs,282839,629,22.251,21.138,23.363,226534,343,15.121,14.364,15.877,40934,86,21.078,20.024,22.132
B0043,Male,Liver,10yrs,359563,461,12.809,12.169,13.45,222016,439,19.754,18.766,20.742,112546,192,17.087,16.233,17.941
B0044,Male,Liver,10yrs,366658,796,21.703,20.618,22.788,230046,291,12.644,12.012,13.276,126986,140,11.032,10.48,11.584
B0047,Male,Liver,10yrs,336578,287,8.515,8.089,8.941,201363,177,8.765,8.327,9.204,127845,167,13.089,12.434,13.743
B0049,Male,Liver,10yrs,308745,419,13.562,12.884,14.24,182268,317,17.406,16.535,18.276,112874,181,16.034,15.232,16.836
B0051,Male,Liver,10yrs,480387,896,18.647,17.715,19.58,366547,394,10.74,10.203,11.277,94251,162,17.222,16.361,18.083
B0058,Male,Liver,10yrs,473976,1116,23.547,22.369,24.724,372715,787,21.107,20.052,22.163,62003,57,9.121,8.665,9.577
B0059,Male,Liver,10yrs,258300,279,10.808,10.268,11.349,171055,201,11.735,11.148,12.322,77891,162,20.751,19.714,21.789
B0066,Male,Liver,10yrs,402289,549,13.657,12.974,14.339,227095,340,14.952,14.204,15.699,165191,283,17.138,16.281,17.995
B0067,Male,Liver,10yrs,497280,1017,20.443,19.421,21.465,381623,327,8.576,8.148,9.005,94795,223,23.52,22.344,24.696
B0071,Male,Liver,10yrs,266533,345,12.946,12.299,13.593,194445,297,15.274,14.51,16.037,40280,63,15.523,14.746,16.299
B0072,Male,Liver,10yrs,259301,336,12.939,12.292,13.586,174570,148,8.475,8.051,8.898,67477,67,9.942,9.445,10.44
Statewide,Both,Stomach,10yrs,45276693,51812,11.444,10.871,12.016,27625124,17424,6.307,5.992,6.623,14624771,9403,6.43,6.108,6.751
A9001,Both,Stomach,10yrs,536844,477,8.892,8.448,9.337,446720,284,6.352,6.034,6.67,60616,44,7.307,6.942,7.673
A9002,Both,Stomach,10yrs,608335,333,5.472,5.199,5.746,297612,187,6.296,5.982,6.611,141325,90,6.343,6.026,6.66
A9003,Both,Stomach,10yrs,619506,554,8.936,8.489,9.383,243283,177,7.276,6.913,7.64,305132,225,7.375,7.007,7.744
A9004,Both,Stomach,10yrs,648755,639,9.857,9.364,10.349,303384,233,7.678,7.294,8.062,316981,132,4.166,3.957,4.374
A9005,Both,Stomach,10yrs,556314,619,11.12,10.564,11.676,41621,44,10.459,9.936,10.982,447071,477,10.672,10.138,11.206
A9006,Both,Stomach,10yrs,560373,576,10.276,9.762,10.79,343085,169,4.923,4.677,5.169,185240,179,9.678,9.194,10.162
A9007,Both,Stomach,10yrs,569429,596,10.472,9.948,10.995,315830,230,7.272,6.908,7.635,206960,97,4.686,4.452,4.921
A9008,Both,Stomach,10yrs,666374,695,10.427,9.906,10.949,524279,329,6.282,5.968,6.596,107615,89,8.316,7.9,8.732
A9009,Both,Stomach,10yrs,601048,418,6.959,6.611,7.307,383634,411,10.72,10.184,11.256,190322,119,6.265,5.951,6.578
A9010,Both,Stomach,10yrs,629987,461,7.317,6.951,7.683,416483,438,10.509,9.984,11.035,172988,174,10.044,9.542,10.546
A9011,Both,Stomach,10yrs,598605,476,7.952,7.554,8.35,489286,306,6.254,5.941,6.567,67076,39,5.876,5.582,6.17
A9013,Both,Stomach,10yrs,579080,498,8.595,8.165,9.024,410189,307,7.494,7.119,7.869,112954,104,9.222,8.761,9.684
A9014,Both,Stomach,10yrs,539590,600,11.119,10.563,11.675,434590,415,9.552,9.074,10.03,64519,72,11.125,10.569,11.681
A9015,Both,Stomach,10yrs,551350,395,7.156,6.798,7.514,191332,91,4.736,4.499,4.973,321049,345,10.759,10.221,11.297
A9016,Both,Stomach,10yrs,776973,610,7.845,7.453,8.237,607106,463,7.629,7.247,8.01,143767,141,9.838,9.346,10.33
A9017,Both,Stomach,10yrs,629599,389,6.171,5.863,6.48,275072,216,7.846,7.454,8.238,337339,312,9.234,8.773,9.696
A9018,Both,Stomach,10yrs,569674,273,4.79,4.551,5.03,486015,265,5.449,5.176,5.721,46269,47,10.087,9.583,10.591
A9019,Both,Stomach,10yrs,654977,392,5.985,5.686,6.284,276117,229,8.308,7.892,8.723,252355,265,10.486,9.962,11.01
A9020,Both,Stomach,10yrs,658806,445,6.751,6.413,7.088,163699,88,5.398,5.128,5.668,472971,403,8.514,8.088,8.94
A9021,Both,Stomach,10yrs,603116,425,7.043,6.69,7.395,426674,213,4.996,4.746,5.246,65428,29,4.397,4.177,4.616
A9022,Both,Stomach,10yrs,636203,313,4.916,4.67,5.162,254072,231,9.107,8.652,9.563,368673,285,7.726,7.34,8.113
A9023,Both,Stomach,10yrs,569977,366,6.423,6.102,6.744,172410,159,9.202,8.742,9.662,353128,301,8.519,8.093,8.945
A9024,Both,Stomach,10yrs,546091,455,8.329,7.913,8.746,196546,116,5.885,5.591,6.179,299751,319,10.65,10.117,11.182
A9025,Both,Stomach,10yrs,563033,510,9.054,8.602,9.507,360670,393,10.901,10.356,11.446,166763,95,5.675,5.391,5.959
A9026,Both,Stomach,10yrs,624247,620,9.931,9.434,10.428,347209,361,10.383,9.864,10.903,239007,179,7.502,7.127,7.878
A9027,Both,Stomach,10yrs,548492,479,8.737,8.3,9.174,395339,287,7.251,6.888,7.613,91803,106,11.507,10.931,12.082
A9028,Both,Stomach,10yrs,610624,406,6.656,6.323,6.989,459056,321,6.988,6.639,7.338,55925,33,5.884,5.59,6.178
A9029,Both,Stomach,10yrs,602692,386,6.41,6.09,6.731,545325,438,8.034,7.632,8.436,31051,20,6.452,6.129,6.774
A9030,Both,Stomach,10yrs,629650,363,5.766,5.478,6.054,341952,248,7.257,6.894,7.619,226651,255,11.259,10.696,11.821
A9031,Both,Stomach,10yrs,525781,315,5.983,5.684,6.282,431499,378,8.759,8.321,9.197,59264,51,8.641,8.209,9.073
A9033,Both,Stomach,10yrs,681202,610,8.96,8.512,9.408,614162,579,9.435,8.964,9.907,41964,46,11.007,10.456,11.557
A9034,Both,Stomach,10yrs,620709,534,8.601,8.171,9.032,366425,401,10.946,10.398,11.493,229364,106,4.612,4.382,4.843
A9035,Both,Stomach,10yrs,629186,338,5.379,5.11,5.648,314845,141,4.483,4.259,4.707,292848,173,5.919,5.623,6.215
A9036,Both,Stomach,10yrs,643912,656,10.195,9.686,10.705,463946,225,4.859,4.616,5.102,141192,70,4.979,4.73,5.227
A9037,Both,Stomach,10yrs,602723,358,5.94,5.643,6.237,452017,443,9.806,9.315,10.296,91730,59,6.403,6.082,6.723
A9038,Both,Stomach,10yrs,607227,550,9.064,8.611,9.517,419643,251,5.985,5.686,6.284,144412,122,8.482,8.058,8.906
A9039,Both,Stomach,10yrs,637684,561,8.794,8.354,9.234,471314,330,6.995,6.645,7.345,116381,73,6.291,5.976,6.605
A9040,Both,Stomach,10yrs,570556,619,10.842,10.3,11.385,384571,330,8.585,8.156,9.014,124713,116,9.274,8.81,9.738
A9041,Both,Stomach,10yrs,620034,280,4.516,4.29,4.742,399139,256,6.401,6.081,6.721,162556,140,8.605,8.174,9.035
A9042,Both,Stomach,10yrs,631566,472,7.467,7.094,7.841,307183,255,8.296,7.881,8.711,226909,112,4.943,4.696,5.19
A9043,Both,Stomach,10yrs,597592,647,10.82,10.279,11.361,278730,156,5.579,5.3,5.858,292572,122,4.17,3.961,4.378
A9044,Both,Stomach,10yrs,762966,317,4.155,3.947,4.363,316418,350,11.076,10.522,11.63,424307,227,5.341,5.074,5.608
A9045,Both,Stomach,10yrs,566995,573,10.103,9.598,10.608,135251,134,9.942,9.445,10.439,386933,208,5.371,5.102,5.639
A9046,Both,Stomach,10yrs,624796,283,4.524,4.298,4.75,70274,44,6.201,5.891,6.512,531569,340,6.39,6.071,6.71
A9048,Both,Stomach,10yrs,646080,629,9.742,9.255,10.229,273229,272,9.972,9.474,10.471,318469,150,4.724,4.488,4.961
A9049,Both,Stomach,10yrs,621328,588,9.462,8.989,9.936,399614,411,10.291,9.776,10.805,168699,125,7.382,7.013,7.751
B0002,Both,Stomach,10yrs,519734,488,9.382,8.913,9.851,398419,347,8.708,8.273,9.144,99996,97,9.676,9.192,10.159
B0004,Both,Stomach,10yrs,696487,519,7.457,7.084,7.83,412376,273,6.623,6.292,6.954,263442,115,4.381,4.162,4.601
B0010,Both,Stomach,10yrs,625633,490,7.838,7.446,8.23,346065,320,9.252,8.789,9.714,260990,273,10.469,9.946,10.993
B0011,Both,Stomach,10yrs,721917,749,10.369,9.85,10.887,638264,449,7.027,6.676,7.379,57664,41,7.127,6.771,7.484
B0013,Both,Stomach,10yrs,584597,262,4.483,4.259,4.707,398846,304,7.611,7.231,7.992,116703,99,8.441,8.019,8.863
B0016,Both,Stomach,10yrs,583502,249,4.263,4.05,4.476,324400,348,10.737,10.2,11.273,246780,192,7.783,7.393,8.172
B0019,Both,Stomach,10yrs,578259,424,7.338,6.971,7.704,340628,199,5.833,5.541,6.124,224434,211,9.4,8.93,9.87
B0024,Both,Stomach,10yrs,771601,544,7.056,6.703,7.409,467544,224,4.798,4.558,5.037,249210,223,8.958,8.51,9.406
B0026,Both,Stomach,10yrs,508938,446,8.755,8.317,9.193,324093,274,8.468,8.044,8.891,146202,133,9.11,8.654,9.565
B0030,Both,Stomach,10yrs,672964,588,8.735,8.298,9.172,288240,285,9.879,9.385,10.373,353293,201,5.687,5.403,5.971
B0032,Both,Stomach,10yrs,573457,507,8.841,8.399,9.283,300991,254,8.438,8.016,8.86,256089,121,4.727,4.491,4.963
B0034,Both,Stomach,10yrs,957427,483,5.042,4.79,5.294,719983,743,10.326,9.809,10.842,212033,115,5.417,5.146,5.687
B0035,Both,Stomach,10yrs,727074,560,7.704,7.319,8.09,459186,431,9.392,8.922,9.861,238085,174,7.307,6.941,7.672
B0038,Both,Stomach,10yrs,581970,586,10.063,9.56,10.566,466390,362,7.755,7.367,8.142,85580,84,9.791,9.301,10.28
B0043,Both,Stomach,10yrs,736681,367,4.985,4.736,5.235,450903,491,10.884,10.34,11.429,238881,103,4.322,4.106,4.538
B0044,Both,Stomach,10yrs,725329,406,5.593,5.314,5.873,464249,237,5.102,4.847,5.357,242437,143,5.904,5.609,6.199
B0047,Both,Stomach,10yrs,687089,346,5.034,4.782,5.286,410103,291,7.091,6.736,7.445,262410,163,6.212,5.901,6.522
B0049,Both,Stomach,10yrs,626727,492,7.846,7.453,8.238,362938,366,10.081,9.577,10.585,239583,149,6.239,5.927,6.55
B0051,Both,Stomach,10yrs,928348,1052,11.327,10.76,11.893,723094,657,9.083,8.629,9.537,166780,118,7.049,6.696,7.401
B0058,Both,Stomach,10yrs,964863,946,9.809,9.318,10.299,760550,862,11.331,10.765,11.898,131896,60,4.58,4.351,4.809
B0059,Both,Stomach,10yrs,524287,282,5.383,5.114,5.652,343049,295,8.613,8.183,9.044,163146,140,8.61,8.18,9.041
B0066,Both,Stomach,10yrs,839645,934,11.125,10.569,11.681,468162,353,7.536,7.159,7.913,351423,213,6.06,5.757,6.364
